persnum1,tcinpsty
3712,010200
3712,003600
3712,005500
3712,001500
3712,007100
3712,003900
3712,001900
3712,006700
3712,003100
3712,006700
3712,005200
3712,008300
3716,004700
3716,008500
3716,006600
3716,015800
3716,007300
3716,031100
3718,005700
3724,003700
3725,003300
3725,003300
3725,013000
3725,013000
3726,010300
3726,007600
3726,004400
3726,021200
3728,002700
3728,005000
3728,007700
3730,003600
3731,000700
3731,003500
3731,002800
3731,002800
3731,002500
3732,002700
3733,015300
3733,031800
3735,001400
3735,001800
3735,000500
3735,001000
3735,001100
3735,001500
3735,016600
3735,010200
3735,010700
3735,008600
3736,001000
3736,001600
3737,001600
3737,003700
3737,002300
3742,000600
3742,005300
3742,004300
3743,001600
3743,001500
3744,001000
3744,001400
3745,000900
3747,003300
3747,014300
3747,011300
3747,010900
3747,067000
3748,010600
3751,002600
3760,003100
3760,010200
3760,051800
3760,017200
3763,010300
3763,013600
3763,000700
3763,005100
3763,005000
3764,011800
3764,002300
3764,008200
3764,005200
3764,008100
3764,002000
3764,003000
3764,002600
3764,003500
3765,002000
3765,003500
3765,006900
3766,010500
3768,003100
3768,004700
3768,003600
3768,002700
3771,001000
3771,002200
3773,001500
3776,001200
3777,001400
3778,001400
3778,002400
3778,001300
3778,001200
3778,006900
3778,010800
3778,033200
3778,019800
3778,015800
3778,018900
3778,012100
3778,004000
3779,001400
3779,001700
3779,001700
3781,002800
3781,006700
3781,002100
3781,004900
3784,009600
3784,005100
3786,002000
3786,027000
3789,001600
3790,005200
3790,002500
3791,006400
3791,010600
3792,005200
3792,004400
3794,001800
3799,006800
3799,000600
3799,007800
3799,003400
3799,001100
3799,062100
3799,020400
3799,010400
3799,004700
3799,014100
3801,011600
3803,002400
3804,015600
3806,001000
3806,001500
3806,005000
3806,018500
3806,001700
3806,002800
3808,003100
3808,002800
3808,002500
3808,007400
3808,001900
3808,003100
3808,002800
3808,002500
3808,007400
3808,001900
3808,003300
3812,003100
3812,001200
3812,001800
3812,002000
3813,004100
3813,003100
3815,003600
3817,001500
3817,001200
3817,013000
3818,004900
3818,002700
3818,010700
3818,002100
3818,002200
3818,001400
3819,004400
3819,001900
3819,001500
3820,001600
3820,001000
3820,002500
3820,002300
3820,004700
3820,008600
3822,002200
3822,000600
3822,005700
3823,002800
3823,001100
3823,001200
3823,000900
3823,005100
3823,004800
3823,021900
3824,001200
3824,000800
3824,003400
3824,006100
3824,004900
3827,002800
3827,005000
3827,004400
3827,011600
3827,009200
3827,003100
3827,010800
3828,002700
3828,007100
3829,007400
3829,005800
3830,007600
3832,002600
3834,002000
3835,000600
3837,006200
3839,005400
3839,001700
3840,001100
3840,000800
3840,001500
3842,000900
3842,002200
3844,002600
3844,035600
3845,005200
3845,005300
3845,013800
3845,000400
3845,005000
3845,009900
3845,011000
3845,015900
3849,003600
3849,001000
3849,030000
3849,030000
3851,004100
3851,035100
3852,004900
3852,009300
3852,000800
3853,009600
3853,007200
3853,007100
3853,010000
3853,003100
3856,011800
3857,008900
3858,004200
3860,006100
3861,002400
3861,003500
3861,005700
3865,002300
3865,002300
3866,002800
3866,009700
3868,001700
3868,017100
3868,002400
3869,018200
3869,028700
3871,004000
3871,028300
3873,006200
3873,002100
3875,001500
3878,007500
3878,000400
3878,002000
3878,000600
3878,003200
3878,001900
3878,002400
3878,001100
3878,043800
3878,043800
3879,003400
3879,018800
3879,006300
3879,003200
3879,002900
3879,009200
3879,004700
3879,087300
3880,029500
3880,029500
3882,001700
3884,003200
3884,001200
3884,002500
3884,000500
3884,000500
3885,004200
3885,002900
3885,002400
3885,002300
3886,002300
3887,002100
3889,036800
3889,016700
3891,016400
3893,038700
3893,010100
3895,006000
3895,005900
3896,005800
3896,064300
3903,002000
3903,004100
3903,004000
3903,007000
3903,012600
3903,004600
3903,007500
3903,072200
3904,004800
3904,010600
3904,017800
3904,011400
3907,005100
3907,009000
3907,001800
3907,006000
3907,013000
3907,005400
3908,007400
3908,003300
3908,001800
3910,002300
3911,003100
3911,005400
3911,001300
3911,008900
3914,019100
3914,026100
3914,009200
3914,007100
3915,017300
3915,050500
3916,014600
3916,014900
3917,005200
3920,001500
3921,003300
3921,003300
3921,000900
3923,014200
3923,010200
3926,001800
3926,001400
3926,026700
3926,002300
3927,001300
3927,001300
3927,001700
3927,002400
3929,001800
3933,001700
3933,001600
3933,002400
3933,005300
3933,005800
3933,015700
3934,010500
3935,009800
3935,001600
3940,008500
3942,043100
3943,025400
3943,010400
3947,003200
3947,002600
3947,009500
3947,005400
3947,002200
3947,003500
3947,003700
3948,006300
3948,008000
3948,003700
3948,005100
3949,008400
3952,002300
3956,002200
3959,001600
3959,001200
3959,004200
3959,003000
3959,003000
3959,000800
3959,000800
3960,002100
3960,001200
3960,002300
3960,002400
3960,002200
3960,013900
3960,007300
3960,004200
3961,002200
3961,082200
3962,005900
3962,009000
3962,002900
3965,010200
3966,004700
3966,001400
3966,004900
3969,006500
3969,015100
3969,028500
3971,001400
3971,000500
3972,008000
3973,004800
3973,003200
3973,002700
3973,014000
3973,013000
3973,029200
3973,093600
3973,070900
3974,001200
3975,005500
3975,008200
3976,004600
3976,002000
3978,000800
3978,005600
3979,001500
3979,002700
3979,002200
3981,003800
3981,003600
3981,005600
3982,020500
3982,003800
3982,008400
3982,010900
3982,004800
3982,002300
3982,004900
3982,013400
3982,005000
3982,014900
3982,004900
3982,006200
3982,011000
3982,005400
3982,019500
3987,005300
3989,001300
3989,002100
3990,002400
3990,002400
3990,007900
3991,002300
3991,012300
3992,002100
3992,003900
3996,004600
3996,002700
3996,001400
3996,008600
3996,005600
4000,002500
4000,000700
4000,011700
4000,002500
4000,002600
4001,004000
4001,004500
4001,004300
4001,001700
4001,012000
4001,044400
4001,021600
4001,049000
4001,017300
4002,005100
4002,002300
4002,002900
4002,003000
4002,022500
4005,001400
4005,006200
4005,002600
4007,023800
4008,003200
4008,002900
4008,012500
4009,003500
4009,009800
4009,002600
4010,001800
4010,003300
4010,009800
4010,010600
4015,012200
4015,010900
4016,015500
4016,000500
4018,005000
4018,010400
4018,012900
4018,004200
4018,010300
4018,007900
4018,009100
4018,018100
4018,003200
4018,014200
4019,012700
4019,003400
4020,001700
4025,003200
4025,014700
4025,001600
4025,002400
4026,023600
4027,003600
4027,008300
4027,005500
4027,010200
4027,015200
4027,001600
4033,009800
4033,006500
4033,049800
4033,012700
4033,009100
4034,002000
4034,003400
4035,009400
4035,002900
4035,003000
4035,009000
4035,011900
4035,013300
4036,001700
4036,004000
4038,005900
4043,001400
4043,002700
4043,011300
4043,002400
4043,005400
4043,004100
4045,006100
4045,004600
4045,011500
4045,047500
4045,020100
4045,006800
4045,001600
4046,049300
4046,001700
4046,010600
4046,003500
4047,003600
4047,001200
4047,004800
4047,005300
4047,004400
4047,007500
4048,007400
4048,003300
4049,003400
4049,001900
4049,024300
4049,007000
4049,003400
4049,002400
4049,003400
4049,010100
4049,005000
4049,014200
4049,008500
4049,001900
4049,009100
4049,005400
4049,022000
4051,001800
4051,002300
4051,004200
4051,001900
4051,019200
4052,001200
4052,010300
4052,002000
4052,000400
4052,003800
4053,006800
4053,007000
4055,000900
4055,002600
4056,000400
4056,005500
4056,008600
4057,001300
4057,001100
4057,008000
4058,004400
4058,009400
4060,010000
4064,001600
4064,002400
4064,003500
4064,002400
4064,003500
4064,005400
4064,001700
4064,002500
4065,001700
4065,005500
4066,001900
4066,003000
4066,008900
4066,003100
4067,002800
4067,005900
4067,003600
4067,005800
4067,005500
4067,001500
4067,005200
4067,002000
4067,011100
4068,012600
4070,006500
4070,002700
4072,008700
4073,001500
4073,007800
4073,004600
4073,003500
4073,005500
4073,005800
4073,021600
4075,004900
4080,002000
4080,001400
4080,001900
4080,001300
4080,001100
4080,001600
4080,001700
4080,000800
4080,001500
4080,001600
4080,001200
4080,000600
4080,007400
4080,006500
4080,004100
4082,002400
4083,001900
4083,003900
4083,002600
4083,009000
4083,005800
4083,007100
4083,004400
4087,003400
4089,002800
4089,005600
4089,051500
4089,030300
4090,004800
4090,003900
4091,001700
4091,005800
4091,005300
4091,013900
4093,003500
4093,001900
4093,002700
4093,002400
4093,001600
4093,007500
4093,002300
4093,007000
4093,003600
4094,011400
4094,006100
4094,001900
4094,004400
4095,011700
4096,001200
4097,003000
4098,005200
4098,003200
4098,001900
4099,002600
4099,002400
4101,004400
4101,004400
4106,006600
4107,000200
4107,003800
4111,001200
4111,002500
4111,001400
4111,002800
4111,005200
4111,010100
4111,005400
4111,019000
4111,019000
4113,004000
4113,004400
4115,000700
4115,003800
4116,002400
4116,006200
4116,007200
4116,006300
4117,005200
4117,002700
4117,001300
4118,001100
4118,017800
4121,003200
4121,003900
4121,009800
4121,041200
4122,007900
4123,004200
4123,001200
4123,016600
4128,004300
4128,020000
4128,006000
4128,001600
4128,004100
4130,005200
4130,016700
4130,029900
4131,001200
4131,006600
4131,002300
4131,015500
4132,000600
4132,001500
4132,001600
4132,001200
4132,001600
4132,006000
4133,002000
4133,003000
4133,001100
4133,006400
4141,005600
4144,002300
4144,006300
4144,003200
4144,003600
4145,006600
4145,013900
4145,005600
4147,001800
4148,001200
4148,010700
4148,004200
4149,001400
4150,002200
4151,001200
4152,004800
4152,011300
4153,002900
4153,003700
4153,008100
4155,007000
4155,004900
4156,009100
4159,006000
4161,001700
4162,003300
4163,022900
4164,002000
4164,005600
4164,004500
4165,001700
4166,005400
4166,007900
4166,004000
4166,001300
4167,003000
4167,002600
4167,036500
4169,012500
4169,007900
4171,001100
4171,005400
4174,002000
4174,007500
4174,001600
4177,002600
4178,005800
4179,002200
4179,003500
4179,006200
4179,002600
4179,002000
4179,003000
4180,002200
4180,002200
4182,002700
4182,005700
4182,004500
4183,005500
4183,020900
4183,016500
4183,002400
4183,007700
4183,006800
4185,003300
4185,003200
4185,003000
4185,008400
4186,004500
4186,003900
4186,013600
4186,005400
4189,001500
4189,012100
4192,002000
4192,003500
4193,004000
4193,002500
4194,018800
4197,002300
4197,003500
4197,006800
4197,010200
4197,009900
4198,004600
4198,036600
4198,002300
4198,002700
4198,004800
4198,003400
4199,001700
4199,015500
4200,006600
4200,010100
4200,011600
4200,017900
4201,001600
4201,003300
4201,009200
4201,008900
4201,004200
4201,018800
4201,001900
4201,001700
4201,001300
4201,013500
4202,003000
4202,002400
4202,001400
4205,012600
4205,005900
4205,002600
4205,005100
4205,008500
4208,002800
4208,010300
4208,011300
4208,012100
4210,001800
4210,010600
4211,003300
4211,002700
4211,001600
4211,004700
4211,002400
4211,003600
4211,003900
4211,004100
4211,007800
4211,007000
4211,009700
4211,006200
4211,020600
4211,027300
4215,004700
4215,003700
4215,008800
4215,012100
4215,013700
4215,001400
4215,003800
4215,011900
4215,002700
4217,004800
4217,002100
4218,003100
4218,011000
4218,002200
4219,001700
4219,013700
4220,002800
4220,001800
4220,001200
4220,005900
4221,002300
4221,007600
4221,018300
4221,004700
4221,011400
4221,011700
4221,003400
4221,005900
4221,004200
4221,002800
4221,004900
4221,007500
4221,004100
4221,008000
4221,006000
4221,004000
4221,011600
4221,003600
4225,002000
4225,004900
4225,002600
4225,004000
4225,003300
4225,003400
4231,007000
4231,004800
4234,004600
4234,015500
4235,011600
4236,007400
4236,004600
4236,003600
4236,005500
4236,003300
4236,021500
4236,012600
4236,006500
4236,002300
4237,006700
4237,038700
4237,044800
4239,003600
4241,004600
4242,004300
4246,002600
4248,007700
4248,001600
4248,008800
4249,010700
4249,002600
4249,011800
4249,002600
4249,003600
4249,000600
4251,001700
4251,003400
4251,010000
4251,004400
4251,002900
4251,019500
4251,014100
4251,003100
4251,006200
4251,006900
4252,003700
4252,006300
4252,003000
4252,008700
4253,002000
4253,004300
4253,003800
4253,004800
4254,001300
4254,004100
4254,003400
4254,001000
4255,002100
4256,001100
4256,006100
4256,009100
4256,008500
4256,003200
4256,007300
4256,037300
4257,002200
4257,002700
4257,003600
4258,004600
4258,002700
4258,006600
4258,008700
4259,002100
4259,004000
4259,003600
4259,004400
4259,003200
4260,003900
4260,019700
4260,014000
4261,006700
4261,006400
4261,002200
4261,042400
4261,001700
4261,003700
4261,011200
4261,013100
4261,033700
4263,002400
4263,013000
4264,003800
4264,005100
4264,005700
4264,002300
4264,008000
4265,006100
4265,002700
4266,001400
4267,003200
4267,001800
4267,001000
4267,004200
4268,001600
4268,004100
4268,002900
4268,007200
4268,002700
4268,020100
4268,003200
4269,002700
4270,001100
4273,005600
4273,009700
4274,013500
4275,002900
4277,001900
4277,002300
4277,002400
4277,002300
4285,000700
4285,006300
4287,018500
4287,005900
4287,007400
4287,074800
4288,003500
4288,001500
4289,015400
4291,013100
4291,012000
4291,003600
4291,015400
4292,011200
4292,004200
4293,001500
4293,001500
4297,002900
4297,002900
4297,002900
4299,006300
4299,002100
4300,016400
4300,002300
4300,003100
4300,016200
4301,003300
4301,016600
4303,006000
4304,004500
4304,000500
4304,011700
4306,002600
4306,004200
4306,030100
4307,002700
4309,001400
4309,002900
4309,006400
4309,004300
4309,002900
4309,004800
4310,002400
4310,002400
4310,002300
4310,020400
4310,002600
4311,001000
4311,001800
4311,009600
4313,000700
4313,001900
4314,001600
4315,000800
4315,005300
4315,005600
4315,005500
4316,004000
4317,001500
4317,002800
4317,002600
4317,009200
4317,005700
4317,007100
4317,008700
4318,002800
4318,003300
4318,012400
4318,017300
4318,007800
4319,002300
4319,002900
4319,001000
4319,008700
4319,001900
4319,000700
4320,004600
4320,002000
4320,005800
4321,003500
4321,010300
4323,003800
4324,007500
4325,001900
4325,002500
4325,002700
4325,002300
4326,024600
4330,014900
4331,001000
4331,002900
4331,004200
4331,003700
4331,004200
4331,003700
4338,001800
4338,002600
4338,003200
4338,003900
4338,004400
4339,005400
4339,003400
4341,011100
4341,010100
4341,008300
4341,007300
4341,007100
4341,011600
4342,000600
4342,009400
4342,011300
4345,005700
4346,001200
4346,001600
4346,004300
4347,000700
4347,002300
4347,002900
4348,001100
4348,002000
4348,001100
4348,002000
4349,010100
4349,004700
4349,000700
4349,004400
4349,003700
4350,007100
4350,003800
4350,005500
4350,005300
4350,003400
4352,006100
4352,004200
4352,005100
4352,002600
4352,001600
4352,002400
4352,001300
4352,000600
4354,001500
4354,003000
4355,013100
4355,013800
4355,010700
4358,002300
4358,004500
4359,011400
4359,002200
4359,003700
4359,004800
4359,016600
4359,003700
4359,008500
4360,000900
4360,002100
4361,003700
4361,002600
4361,003400
4361,002600
4361,003900
4361,001900
4361,004100
4361,004800
4361,009800
4361,006000
4361,003400
4361,003100
4361,002600
4361,002600
4361,003800
4361,014500
4363,001000
4363,001200
4363,011100
4363,007500
4363,016100
4363,002700
4364,010900
4365,002700
4365,002900
4366,003400
4367,001800
4367,002300
4367,001300
4367,001800
4367,004600
4367,000900
4368,001500
4368,001700
4368,001700
4368,001600
4368,001400
4368,001500
4368,001800
4368,000500
4368,010700
4369,003500
4370,001800
4370,001600
4370,001000
4370,007500
4374,001900
4374,004400
4375,001100
4375,003100
4375,003200
4375,000800
4375,000800
4375,001400
4375,002500
4375,004800
4375,001700
4375,001500
4375,001500
4375,001700
4376,002700
4376,013700
4377,005400
4377,016000
4377,001900
4378,002900
4380,004000
4380,009000
4383,010500
4385,002000
4385,003900
4385,007400
4385,004700
4386,006000
4386,005700
4386,004600
4386,005800
4386,011700
4386,065800
4386,015300
4387,027800
4387,003700
4389,037200
4391,028300
4396,003900
4398,009100
4400,001100
4400,002600
4400,002100
4400,004800
4400,003400
4400,003400
4402,000700
4402,003700
4403,005800
4403,001600
4403,001900
4403,004800
4403,010400
4404,004400
4404,001700
4406,001000
4407,000600
4407,001900
4407,000900
4407,007000
4407,014900
4407,001300
4407,005100
4407,000900
4407,007000
4407,014900
4407,001300
4407,005100
4407,001400
4407,001500
4407,003000
4407,002500
4407,006600
4407,009800
4407,003300
4407,004300
4407,011300
4408,004000
4408,006900
4408,008800
4408,006000
4408,001000
4408,025900
4408,010000
4408,004000
4408,002400
4408,002800
4410,002600
4410,001600
4410,006500
4410,019700
4410,024300
4411,004200
4411,001900
4411,004800
4411,018100
4411,011000
4411,008300
4412,004200
4414,022400
4416,002600
4416,003700
4418,013200
4418,000700
4418,005100
4418,028900
4423,002900
4425,001700
4426,003400
4426,005600
4426,003600
4427,005800
4428,004400
4428,008900
4428,001800
4429,001600
4429,018700
4429,005600
4429,010500
4429,014800
4429,007500
4429,010800
4429,009700
4429,007900
4430,011400
4430,017700
4430,008200
4433,003100
4434,002000
4434,001000
4434,000700
4434,002400
4434,009300
4435,002500
4435,002100
4435,002300
4435,005400
4440,044500
4440,007700
4440,010900
4440,005800
4440,001000
4441,002500
4442,016600
4443,007300
4445,004400
4448,004500
4449,004400
4449,003700
4451,003700
4451,007700
4451,002200
4452,001700
4452,018400
4456,003800
4456,014200
4456,002700
4457,002700
4458,003600
4459,002800
4459,001600
4459,018900
4459,004500
4459,009000
4459,002700
4459,001600
4463,000900
4463,001200
4463,001000
4463,001100
4463,004700
4463,001000
4465,002500
4465,009700
4465,001400
4465,001100
4467,003300
4467,003100
4467,003900
4467,002800
4467,003900
4467,002700
4467,002200
4467,008000
4470,002500
4470,004900
4470,002400
4474,005400
4474,014200
4474,001700
4474,002600
4474,024400
4476,002200
4476,001500
4477,001500
4478,026600
4478,001400
4481,001400
4481,001800
4482,004700
4482,000700
4482,006500
4482,002900
4482,003300
4482,004600
4482,016700
4485,008400
4485,001900
4486,001400
4486,007100
4487,001200
4487,004700
4487,004800
4487,007000
4487,005900
4487,001800
4487,001500
4487,001900
4488,001200
4490,006600
4491,005300
4492,009000
4493,002100
4493,015900
4494,000800
4495,002200
4496,001200
4497,026900
4497,011400
4497,026900
4497,011400
4499,001900
4499,001400
4499,002400
4499,003800
4501,003700
4501,004600
4501,008700
4502,003000
4502,003300
4502,005200
4502,003500
4502,002000
4503,023200
4506,015800
4508,001400
4509,003400
4509,018400
4509,015000
4510,005600
4510,001400
4510,002300
4511,004600
4511,014300
4511,012600
4511,026000
4516,010600
4518,004700
4518,005900
4518,006100
4518,020600
4518,015100
4521,003100
4521,005800
4521,017800
4521,017000
4523,003100
4523,015200
4523,006300
4523,009300
4523,004500
4523,008300
4523,030700
4523,005500
4523,013700
4524,006600
4525,011300
4525,005000
4525,009100
4525,005900
4526,005800
4529,004700
4529,007500
4529,004300
4529,008600
4529,008200
4531,007400
4531,007300
4531,003300
4532,013100
4532,011800
4532,000700
4532,001100
4532,001200
4532,003200
4532,003700
4532,013600
4532,003100
4532,002900
4532,001500
4532,004900
4532,003100
4532,023000
4535,004500
4535,002700
4535,004200
4535,015500
4535,004600
4537,001200
4538,006300
4539,001800
4539,002700
4539,001000
4543,005200
4543,002000
4543,002400
4543,008900
4544,006500
4544,008200
4544,005600
4544,004100
4544,003400
4545,006700
4548,006600
4548,002400
4549,001600
4550,001600
4550,000900
4550,000900
4551,005600
4551,002100
4551,003400
4551,004300
4551,003900
4551,006000
4551,003600
4551,001200
4551,003500
4551,008500
4552,007100
4555,002000
4556,001300
4556,001700
4556,003600
4557,002300
4559,002800
4559,009900
4559,006900
4562,003200
4562,006400
4563,002300
4563,002800
4563,004500
4565,001900
4565,006400
4566,005400
4566,013800
4566,005600
4566,009000
4566,015500
4567,013800
4567,007300
4567,005600
4567,006000
4567,005700
4568,002300
4568,003100
4568,004100
4568,002200
4568,004200
4570,004400
4570,005400
4570,006300
4570,007400
4570,002700
4570,005300
4571,002400
4571,010300
4572,002000
4572,001200
4572,011700
4572,007000
4572,010400
4572,003200
4572,009400
4572,001900
4572,005000
4573,006300
4573,001600
4573,002100
4573,010000
4573,004000
4574,011700
4574,010700
4575,001500
4575,003800
4575,003800
4576,005500
4576,009700
4577,003700
4579,000200
4581,004800
4581,002500
4582,002500
4582,011200
4582,005400
4582,004200
4582,007500
4582,021500
4584,002000
4584,001300
4584,002700
4584,003600
4584,003600
4585,005200
4585,003400
4585,002100
4585,005200
4585,003400
4585,002100
4585,002100
4585,002300
4585,003000
4585,001200
4585,006900
4585,001100
4585,003900
4585,001100
4587,006000
4587,002300
4587,004600
4587,003200
4588,004900
4588,003100
4588,001200
4588,002500
4588,003100
4588,001200
4588,002500
4588,001600
4588,018000
4590,010100
4596,002400
4596,001700
4596,001000
4596,002600
4596,002200
4596,001600
4596,003600
4596,002700
4597,001600
4599,004500
4599,001100
4600,010300
4600,006100
4601,019100
4603,001400
4603,002600
4603,000900
4603,001500
4603,012500
4603,004100
4603,004900
4603,001900
4603,002400
4603,007500
4604,004600
4604,003700
4604,009600
4605,003700
4605,009400
4605,016600
4606,006400
4606,004400
4606,004000
4606,003000
4606,003300
4606,001600
4606,001900
4606,002600
4606,003700
4607,003000
4607,007500
4607,001200
4610,000600
4611,002700
4611,008400
4611,005100
4611,005900
4611,006300
4611,001700
4611,002300
4612,002000
4612,002900
4612,003300
4612,002900
4612,002800
4612,025600
4612,013800
4612,006000
4614,003200
4614,003200
4616,002100
4617,000400
4617,000800
4617,001400
4617,000700
4617,001800
4617,004000
4617,006700
4618,000300
4619,005100
4619,012300
4620,001700
4620,010600
4621,001300
4622,002300
4623,002800
4623,000400
4623,002000
4624,000600
4624,005800
4624,000600
4624,005800
4624,002300
4624,002100
4624,008700
4628,001900
4631,002500
4631,012600
4632,009900
4632,007400
4632,004400
4632,003100
4633,008400
4633,004400
4633,006300
4633,036700
4634,001800
4635,002400
4635,001100
4635,001700
4635,001400
4635,000600
4635,001100
4635,001600
4635,001200
4635,000500
4635,000600
4635,000800
4635,000600
4635,003300
4635,008000
4635,003400
4635,001800
4635,005800
4635,001000
4635,000700
4635,003200
4635,009800
4635,005800
4635,015300
4636,000700
4638,003200
4638,007100
4638,001000
4638,002900
4638,009600
4640,001800
4643,002100
4643,004800
4643,021600
4643,000600
4643,001700
4643,002100
4643,006300
4643,004600
4643,002400
4645,006000
4645,006000
4646,013800
4646,012400
4646,001500
4646,000400
4646,007300
4646,007300
4647,003800
4650,009600
4650,004900
4652,008400
4653,002800
4653,002600
4654,002100
4654,002500
4654,003800
4654,002000
4654,002200
4654,004000
4655,007000
4655,013200
4656,007500
4657,008700
4657,001700
4657,004300
4659,001200
4659,001800
4662,004000
4666,000900
4666,000900
4666,001100
4666,003900
4666,013500
4666,002200
4666,001900
4666,004800
4666,003900
4666,002800
4668,001000
4668,002400
4668,001800
4668,003900
4668,003800
4668,001200
4668,002000
4668,001400
4668,003000
4668,012600
4668,002300
4668,002700
4668,003100
4668,005200
4668,004200
4668,003900
4668,006000
4668,020100
4669,005800
4669,005800
4669,003600
4673,001000
4673,004700
4673,002300
4673,002500
4673,001800
4673,001400
4673,003300
4673,001600
4673,002400
4674,002300
4676,000900
4676,002700
4676,007100
4677,001500
4677,003000
4677,001700
4677,002400
4677,002000
4678,002700
4678,004800
4678,008200
4678,002300
4681,031200
4685,002000
4685,004500
4685,011000
4689,007300
4692,001100
4692,002500
4692,003400
4692,002000
4692,010100
4693,007300
4693,001500
4693,005500
4693,002700
4693,004900
4699,015000
4700,009900
4700,006700
4701,003200
4701,004300
4701,008500
4701,004300
4701,008500
4704,011700
4704,008100
4705,007300
4705,001100
4705,002700
4705,002700
4707,018400
4708,002600
4708,002100
4708,003200
4710,006000
4710,003400
4710,005200
4710,007600
4711,005800
4711,009300
4711,011700
4711,005800
4711,009300
4711,011700
4713,000500
4713,001700
4713,003700
4713,003800
4714,001600
4714,011400
4714,001400
4714,022500
4715,002000
4715,010900
4715,002100
4715,004000
4715,003300
4715,005400
4715,002400
4715,009800
4718,004400
4718,025400
4720,002600
4720,002200
4720,004000
4720,002600
4720,004600
4720,006300
4720,003900
4722,000800
4722,015500
4723,001400
4723,014700
4723,016000
4723,008800
4723,003600
4725,005900
4725,004100
4725,004300
4725,019400
4725,002900
4725,003300
4725,053200
4725,017900
4727,005600
4728,004400
4728,001900
4728,003500
4728,002300
4729,005800
4730,007700
4731,010000
4731,010500
4732,007300
4732,001100
4732,003700
4732,004200
4732,003300
4732,031500
4733,008200
4733,014300
4733,017600
4733,020300
4734,002700
4734,009700
4734,008200
4735,008000
4735,004300
4736,006000
4736,020500
4736,006100
4737,009300
4737,010700
4743,004900
4743,005500
4744,015000
4745,006300
4745,001300
4745,008100
4745,014800
4746,004500
4747,001300
4747,001700
4747,006900
4747,001900
4747,000800
4747,034000
4747,003500
4747,004900
4749,001800
4749,002400
4749,004400
4751,001300
4751,017100
4752,001800
4753,001600
4753,022900
4754,012300
4754,007500
4754,007900
4756,002500
4757,007900
4758,007700
4758,001100
4758,005200
4758,003800
4758,012600
4758,003400
4759,002200
4763,002100
4763,003100
4763,002000
4764,002600
4767,002200
4770,016300
4770,002100
4770,006200
4771,000300
4771,005700
4773,005100
4773,017000
4773,012500
4774,011600
4774,004300
4777,002800
4777,002600
4777,003500
4777,028100
4778,008200
4778,002500
4778,002900
4778,002600
4778,011700
4780,002400
4780,001600
4780,002600
4780,000900
4780,001100
4780,004700
4780,001600
4780,005600
4780,002700
4781,001400
4781,003000
4782,001000
4782,003200
4782,002200
4782,002500
4782,133900
4783,002200
4783,001500
4783,014000
4785,003100
4786,001500
4786,002200
4786,020900
4786,023800
4787,001900
4788,005300
4788,018200
4788,028500
4789,037500
4789,009700
4789,002300
4789,002400
4789,007900
4789,004000
4790,002900
4790,002300
4790,001500
4792,001800
4792,007900
4792,006900
4792,004100
4793,003800
4793,002400
4793,001700
4793,002600
4793,004100
4793,003700
4795,006100
4796,002000
4797,002500
4797,001700
4797,004700
4797,004000
4797,003700
4797,001900
4797,007100
4797,003900
4797,001600
4797,001000
4797,002000
4797,001000
4799,001600
4799,001100
4799,001200
4799,004300
4799,001800
4801,000500
4801,002400
4802,002000
4802,004600
4802,011200
4805,070100
4806,008200
4806,008200
4806,032200
4807,003300
4807,006700
4807,020600
4807,014800
4809,000600
4809,002900
4809,001200
4809,005800
4809,004900
4809,004500
4810,005000
4811,017800
4812,003600
4812,013300
4812,013300
4812,003600
4816,003500
4816,003500
4819,000800
4819,000700
4819,001200
4819,000900
4819,001300
4819,001200
4819,002000
4819,000600
4819,000500
4819,001100
4819,003000
4819,001400
4819,001900
4819,003900
4819,001100
4819,003900
4819,001800
4819,003500
4819,003600
4819,002900
4819,002500
4819,000700
4820,002500
4820,005500
4820,053100
4821,000600
4821,002000
4821,001300
4821,000900
4821,002300
4822,014700
4822,007300
4822,009400
4823,001300
4823,002900
4824,001800
4825,001000
4825,005000
4825,001100
4825,002200
4825,005600
4825,009600
4827,001300
4827,003100
4827,001100
4827,002500
4833,002000
4833,002400
4833,002100
4833,001800
4833,004500
4836,001700
4837,005600
4837,001200
4837,002500
4842,001800
4842,003000
4842,002300
4846,007300
4846,003300
4846,001200
4847,004300
4849,001900
4849,002000
4852,003200
4852,002000
4852,005100
4852,004800
4852,003600
4852,000700
4853,011900
4854,003700
4854,005200
4854,004500
4855,001500
4855,002800
4855,003300
4855,004300
4855,002300
4855,004300
4855,002300
4855,003900
4855,001700
4855,002700
4857,004400
4857,002900
4857,002500
4858,001500
4858,010700
4858,025500
4858,003900
4858,002800
4858,005600
4858,011300
4858,003800
4859,002500
4859,004500
4859,002300
4859,002700
4859,001700
4860,003100
4861,007600
4862,002800
4862,002900
4862,003200
4862,003200
4862,004200
4862,003900
4862,003000
4862,002300
4866,021300
4866,012200
4866,006800
4869,003000
4869,007000
4869,005300
4869,017600
4869,002600
4870,001400
4870,002100
4872,002400
4872,003300
4872,014800
4872,011000
4872,011100
4872,009200
4872,009200
4873,000800
4873,003700
4873,002700
4875,004900
4875,004400
4881,012000
4883,002700
4883,049300
4883,006300
4889,002900
4889,012000
4889,006000
4891,009300
4891,002200
4892,004100
4892,003400
4892,040500
4892,003500
4893,001900
4894,028400
4895,007100
4895,006500
4895,016500
4896,002600
4896,005100
4897,002700
4897,005400
4898,003200
